"Gene_set","Database","Pathway_ID","Pathway","GeneRatio","BgRatio","Count","P_value","Adjusted_P_value_FDR","Genes"
"loss_down","GO_BP","GO:0035195","miRNA-mediated post-transcriptional gene silencing","1/11","16/1522",1,0.110090170987395,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0051495","positive regulation of cytoskeleton organization","1/11","16/1522",1,0.110090170987395,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0051781","positive regulation of cell division","1/11","16/1522",1,0.110090170987395,0.356313560879868,"FGF3"
"loss_down","GO_BP","GO:0071482","cellular response to light stimulus","1/11","16/1522",1,0.110090170987395,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0071674","mononuclear cell migration","1/11","16/1522",1,0.110090170987395,0.356313560879868,"C5"
"loss_down","GO_BP","GO:0097194","execution phase of apoptosis","1/11","16/1522",1,0.110090170987395,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:1903825","organic acid transmembrane transport","1/11","16/1522",1,0.110090170987395,0.356313560879868,"SLC43A1"
"loss_down","GO_BP","GO:0007154","cell communication","6/11","498/1522",6,0.112268477916286,0.356313560879868,"C5;LIMK1;FBXW4;FASTK;FGF3;TP53"
"loss_down","GO_BP","GO:0023052","signaling","6/11","499/1522",6,0.113211427341282,0.356313560879868,"C5;LIMK1;FBXW4;FASTK;FGF3;TP53"
"loss_down","GO_BP","GO:0006082","organic acid metabolic process","2/11","82/1522",2,0.11504576567428,0.356313560879868,"HPDL;TP53"
"loss_down","GO_BP","GO:0019752","carboxylic acid metabolic process","2/11","82/1522",2,0.11504576567428,0.356313560879868,"HPDL;TP53"
"loss_down","GO_BP","GO:0040012","regulation of locomotion","2/11","82/1522",2,0.11504576567428,0.356313560879868,"C5;FGF3"
"loss_down","GO_BP","GO:0043436","oxoacid metabolic process","2/11","82/1522",2,0.11504576567428,0.356313560879868,"HPDL;TP53"
"loss_down","GO_BP","GO:0009952","anterior/posterior pattern specification","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0021549","cerebellum development","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0030308","negative regulation of cell growth","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0042098","T cell proliferation","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0048144","fibroblast proliferation","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0071453","cellular response to oxygen levels","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0090398","cellular senescence","1/11","17/1522",1,0.11659017637859,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:1902905","positive regulation of supramolecular fiber organization","1/11","17/1522",1,0.11659017637859,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0008284","positive regulation of cell population proliferation","2/11","85/1522",2,0.1222184253358,0.356313560879868,"TBRG4;FGF3"
"loss_down","GO_BP","GO:0045087","innate immune response","2/11","85/1522",2,0.1222184253358,0.356313560879868,"C5;TP53"
"loss_down","GO_BP","GO:0051093","negative regulation of developmental process","2/11","85/1522",2,0.1222184253358,0.356313560879868,"FGF3;TP53"
"loss_down","GO_BP","GO:0006109","regulation of carbohydrate metabolic process","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0016441","post-transcriptional gene silencing","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0022037","metencephalon development","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0030307","positive regulation of cell growth","1/11","18/1522",1,0.123046992365191,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0048738","cardiac muscle tissue development","1/11","18/1522",1,0.123046992365191,0.356313560879868,"FGF3"
"loss_down","GO_BP","GO:0060348","bone development","1/11","18/1522",1,0.123046992365191,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0051234","establishment of localization","5/11","390/1522",5,0.124100593830476,0.356313560879868,"SLC43A1;PDIA4;LIMK1;AP5Z1;TP53"
"loss_down","GO_BP","GO:0050776","regulation of immune response","2/11","86/1522",2,0.12463645380533,0.356313560879868,"C5;LIMK1"
"loss_down","GO_BP","GO:0051241","negative regulation of multicellular organismal process","2/11","86/1522",2,0.12463645380533,0.356313560879868,"FGF3;TP53"
"loss_down","GO_BP","GO:0045184","establishment of protein localization","3/11","176/1522",3,0.124960834578037,0.356313560879868,"PDIA4;AP5Z1;TP53"
"loss_down","GO_BP","GO:0048666","neuron development","2/11","87/1522",2,0.127067596602625,0.356313560879868,"LIMK1;AP5Z1"
"loss_down","GO_BP","GO:0007179","transforming growth factor beta receptor signaling pathway","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0010507","negative regulation of autophagy","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0016241","regulation of macroautophagy","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0045165","cell fate commitment","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0045861","negative regulation of proteolysis","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0098739","import across plasma membrane","1/11","19/1522",1,0.129460877394435,0.356313560879868,"SLC43A1"
"loss_down","GO_BP","GO:1902749","regulation of cell cycle G2/M phase transition","1/11","19/1522",1,0.129460877394435,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0060284","regulation of cell development","2/11","88/1522",2,0.129511583619219,0.356313560879868,"LIMK1;TP53"
"loss_down","GO_BP","GO:0140546","defense response to symbiont","2/11","88/1522",2,0.129511583619219,0.356313560879868,"C5;TP53"
"loss_down","GO_BP","GO:0098542","defense response to other organism","2/11","89/1522",2,0.131968147301556,0.356313560879868,"C5;TP53"
"loss_down","GO_BP","GO:0002285","lymphocyte activation involved in immune response","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0010721","negative regulation of cell development","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0010821","regulation of mitochondrion organization","1/11","20/1522",1,0.135832088537923,0.356313560879868,"TP53"
